id,title,authors,fandoms,rating,warnings,category,completion,date,relationships,characters,freeforms,summary,language,words,chapters,comments,kudos,bookmarks,hits
37083346,Como a primeira vez,vogue91port (vogue91),"['Hey! Say! JUMP (Band)', ""Johnny's Entertainment""]",Teen And Up Audiences,No Archive Warnings Apply,M/M,Complete Work,13 Feb 2022,['Inoo Kei/Yabu Kota'],"['Inoo Kei', 'Chinen Yuri', 'Yabu Kota']","['Shopping Malls', 'Christmas', 'Presents', 'Rings', 'Fluff']","Quando Yuri chamou-o nessa manhã durante a sessão de fotos pelas revistas do novo ano, Kei sabia já que devia pressagiar sarilhos. Ainda mais o devia imaginar quando o menor pediu-lhe para sair juntos nessa tarde para ir em busca dos presentes de Natal por Kota e Yuya.",Português europeu,"1,892",1/1,,,,2
36980224,"I will always love you, Light",Mrs_Yagami,['Death Note (Anime & Manga)'],Teen And Up Audiences,"Graphic Depictions Of Violence, Major Character Death",F/M,Complete Work,09 Feb 2022,['Yagami Light/Reader'],"['Yagami Light', 'Reader', 'Yagami Sayu', 'Ryuk (Death Note)']","['Fluff', 'Fluff and Angst', 'Yandere', 'Yandere Yagami Light', 'My First Fanfic', 'i wish i was married to light', 'Oneshot']","O lado dele? Ajudá-lo nisso? S/n não sabia o que Light pretendia que essas palavras fizessem, mas de certeza que não a acalmaram. Light colocou a mão na maçaneta da primeira gaveta de sua secretária mas hesitou, e perguntou a s/n: “Prometes que isto fica um segredo só nosso?” S/n já não sabia o que era suposto responder, e acenou que sim com a cabeça, já não tinha palavras. Light cuidadosamente abriu a gaveta, cheia de fechaduras e charadas, tirando um caderno preto que tinha na capa, em letras brancas, “Death Note”. “Sabes o que isto é?” Perguntou a s/n, como se todos no mundo soubessem o que um “Death Note” era. S/n só conseguiu acenar que não. “Foi o que eu calculei. S/n, eu já te devia ter contado isto há muito tempo, desculpa, mas agora vais finalmente ter a verdade que mereces.” S/n tremia de medo, só de imaginar o que estava por vir. “Eu sou o Kira. E este caderno é como eu mato as minhas vítimas.”",Português europeu,"3,276",1/1,,6,,180
36957352,Desprendo-me da alma e espero assim,vogue91port (vogue91),['The League of Extraordinary Gentlemen (2003)'],General Audiences,Major Character Death,F/M,Complete Work,07 Feb 2022,['Dorian Gray/Mina Harker'],"['Dorian Gray', 'Mina Murray']","['Not Canon Compliant', 'Canonical Character Death', 'Murder', 'Seduction', 'Past Relationship(s)', 'POV First Person']","O tempo roubou-nós beijos, caricias, murmúrios e gemidos, e deu-nós em troca só mais sangue para derramar. Mas todos dois sabemos muito bem que para mim os minutos que passam não fazem sentido, e que não vou parar a minha mão antes de te ferir só porque o nosso tempo já passou.",Português europeu,"1,461",1/1,,1,,11
36957307,Somos uma família,vogue91port (vogue91),['Hetalia: Axis Powers'],General Audiences,No Archive Warnings Apply,Gen,Complete Work,07 Feb 2022,[],"['Germany (Hetalia)', 'France (Hetalia)', 'North Italy (Hetalia)']","['Family', 'Silly', 'Revelations']","Não, não era um aliado. Era um animal de estimação.",Português europeu,"1,087",1/1,,,,6
36957286,O que represento,vogue91port (vogue91),"['Hey! Say! JUMP (Band)', ""Johnny's Entertainment""]",Mature,No Archive Warnings Apply,M/M,Complete Work,07 Feb 2022,['Chinen Yuri/Takaki Yuya'],"['Takaki Yuya', 'Chinen Yuri']","['Dinner', 'Surprises', 'First Time', 'Love Confessions']","Sabia o de que tinha saudades, embora não o quisesse admitir abertamente, e não era a viagem e não era a França.",Português europeu,"2,560",1/1,,,,1
36957253,Mundo cruel e lindo,vogue91port (vogue91),"['Hey! Say! JUMP (Band)', ""Johnny's Entertainment""]",Mature,No Archive Warnings Apply,M/M,Complete Work,07 Feb 2022,['Chinen Yuri/Takaki Yuya'],"['Chinen Yuri', 'Takaki Yuya']","['Post-Break Up', 'Emotional Hurt', 'Self-Hatred']","“Quero falar, Yuri. Não falas comigo há meses, e eu...” “E porque achas que não fale contigo, Yuya? Vai para casa ter com o Hikaru. Fala com ele se tiveres tanta vontade. Mas não me peças para falar a mim, porque acho que nós dissemos já tudo.”",Português europeu,"2,434",1/1,,,,4
36957088,Kono mune no naka shizuka ni,vogue91port (vogue91),"['Hey! Say! JUMP (Band)', ""Johnny's Entertainment""]",General Audiences,No Archive Warnings Apply,M/M,Complete Work,07 Feb 2022,['Takaki Yuya/Yaotome Hikaru'],"['Takaki Yuya', 'Yaotome Hikaru']","['Arguing', 'Hurt/Comfort', 'Making Up', 'Declarations Of Love']","Aliás, sempre teve a certeza de que até por Hikaru as coisas fossem assim, embora não o conseguisse demonstrar. Contudo, em momentos como isso perguntava-se se o menor não se pudesse esforçar por ele.",Português europeu,"2,259",1/1,,,,1
36853858,Abre a porta para o paraíso ou para o inferno,vogue91port (vogue91),['Ghost Whisperer'],General Audiences,No Archive Warnings Apply,"F/M, Gen",Complete Work,03 Feb 2022,"['Jim Clancy/Melinda Gordon', 'Kate Payne/Rick Payne']","['Jim Clancy (Ghost Whisperer)', 'Melinda Gordon', 'Rick Payne', 'Gabriel Lawrence', 'Ned Banks (Ghost Whisperer)', 'Andrea Marino', 'Eli James (Ghost Whisperer)', 'Delia Banks', 'Aiden Lucas Clancy']","['Drabble Collection', 'Ghosts', 'Love', 'Married Life', 'Canonical Character Death', 'Revenge', 'Idealism', 'Angst']",Playlist challenge,Português europeu,"1,451",1/1,,,,27
36853810,Encontraste-me,vogue91port (vogue91),['Harry Potter - J. K. Rowling'],Teen And Up Audiences,No Archive Warnings Apply,F/M,Complete Work,03 Feb 2022,['Sirius Black/Bellatrix Black Lestrange'],"['Sirius Black', 'Bellatrix Black Lestrange', 'Remus Lupin', 'James Potter']","['Early Work', 'The Author Regrets Everything', 'Out of Character', 'Not Canon Compliant', 'Canonical Character Death', 'Cousin Incest', 'Flashbacks', 'Book 5: Harry Potter and the Order of the Phoenix']","“Vamos ficar os mesmos, sempre vamos acabar nos mesmos apuros, James.” . “Até ao ter quarenta anos?” “Quarenta anos! Eu nem sequer sei o que vou comer nesta noite pelo jantar e tu falas-me de quando for um velhote?” “Aos quarenta anos não é velho, Sirius. “Aos quarenta anos a vida acabou. Não há muito mais para experimentar.”",Português europeu,"3,482",1/1,,1,,110
36853753,Konna itami mo ashita ni wa,vogue91port (vogue91),"['Hey! Say! JUMP (Band)', ""Johnny's Entertainment""]",Teen And Up Audiences,No Archive Warnings Apply,M/M,Complete Work,03 Feb 2022,"['Chinen Yuri/Takaki Yuya', 'Takaki Yuya/Yaotome Hikaru']","['Takaki Yuya', 'Yaotome Hikaru', 'Chinen Yuri']","['Established Relationship', 'Cheating', 'Guilt', 'Unrequited Love', 'Confrontations', 'Break Up']","Gostava de sentir as mãos de Hikaru por cima, gostava de sentir o fôlego dele ao ouvido, gostava de sentir a urgência nos gestos dele, em todos movimentos. Gostava tanto que conseguia esquecer a sua culpa, e isso era suficiente para o fazer sentir melhor.",Português europeu,"2,140",1/1,,,,5
36853747,Fica,vogue91port (vogue91),['任侠ヘルパー | Ninkyou Helper (TV)'],Mature,No Archive Warnings Apply,M/M,Complete Work,03 Feb 2022,['Izumi Reiji/Takayama Mikiya'],"['Izumi Reiji', 'Takayama Mikiya']","['Developing Relationship', 'Sex', 'Routine', 'Feelings Realization', 'Confessions']","Izumi sabia. Sabia quando deveria ter parado, sabia quando as coisas fugiam ao seu controlo. E sabia porque era uma coisa que odiava, porque não gostava da sensação de errar, de estar enganado, de sair do seu raio de ação. E Mikiya estava sem dúvida fora do seu raio de ação.",Português europeu,"2,141",1/1,,,,3
36853732,Ima heat my soul,vogue91port (vogue91),"['Hey! Say! JUMP (Band)', ""Johnny's Entertainment""]",General Audiences,No Archive Warnings Apply,M/M,Complete Work,03 Feb 2022,['Chinen Yuri/Yamada Ryosuke'],"['Chinen Yuri', 'Yamada Ryosuke']","['Hotels', 'Fights', 'Emotional Hurt']","“Não tenho de ser eu a dizer-to, Ryosuke. Gostaria de que depois de tudo o tempo que passámos juntos, conseguisses perceber como me fazer feliz sem precisar que eu to explique. Mas talvez eu exija muito de ti.”",Português europeu,"1,276",1/1,,,,1
36765943,E não está cá para me ajudar com tudo,vogue91port (vogue91),"['Hey! Say! JUMP (Band)', ""Johnny's Entertainment""]",Mature,No Archive Warnings Apply,M/M,Complete Work,30 Jan 2022,['Nakajima Yuto/Yaotome Hikaru'],"['Nakajima Yuto', 'Yaotome Hikaru']","['Established Relationship', 'Masturbation', 'Awkward Sexual Situations', 'Phone Sex', 'Idiots in Love']","O seu mesmo toque fez-o estremecer, e sentir algo que não sentia há muito tempo. Yuto nunca foi do tipo de fugir da procura do prazer sozinho, mas pensava na mesma que houvesse momentos onde era apropriado, até saudável, e momentos onde simplesmente o fazia sentir desconfortável. Este era um deles.",Português europeu,"2,313",1/1,,,,2
36765913,Tudo de mim por ti,vogue91port (vogue91),"['Hey! Say! JUMP (Band)', ""Johnny's Entertainment""]",Explicit,No Archive Warnings Apply,M/M,Complete Work,30 Jan 2022,['Arioka Daiki/Yamada Ryosuke'],"['Arioka Daiki', 'Yamada Ryosuke']","['Alternate Universe', 'Strangers', 'Teasing', 'Flirting', 'Past Lives', 'Past Character Death', 'Self-Hatred', 'Oral Sex', 'Anal Sex', 'Alcohol']","Se dum lado morria de vontade de lhe pedir para ir com ele, do outro tentava convencer-se de que fosse a coisa mais errada para fazer.",Português europeu,"3,327",1/1,,,,5
36765874,Daitan ni natte mo kamawanai sa,vogue91port (vogue91),"['Hey! Say! JUMP (Band)', ""Johnny's Entertainment""]",General Audiences,No Archive Warnings Apply,M/M,Complete Work,30 Jan 2022,['Nakajima Yuto/Yaotome Hikaru'],"['Yaotome Hikaru', 'Nakajima Yuto']","['Established Relationship', 'Misunderstandings', 'Family Dinners', 'Mother-Son Relationship', 'Idiots in Love']","“Yutti, percebo que me conheças muito bem e não consigas compreender como a gente possa gostar de mim. Mas por acaso, percebo quando for assim. A tua mãe e eu temos afinidade, lamento.”",Português europeu,"1,866",1/1,,,,8
36765853,Quando te fores,vogue91port (vogue91),"['Kis-My-Ft2 (Band)', 'KAT-TUN (Band)', ""Johnny's Entertainment""]",General Audiences,Major Character Death,M/M,Complete Work,30 Jan 2022,['Kamenashi Kazuya/Tamamori Yuta'],"['Tamamori Yuta', 'Kamenashi Kazuya']","['Flashbacks', 'Angst', 'Unrequited Love', 'Unhealthy Relationships', 'Character Death']","Preferia continuar a ver-se por trás desse espelho que pôs entre o si mesmo fechado em casa e o si mesmo que em vez saia da porta e fingia que continuava a viver. Estava farto, Tamamori. Farto de acordar as manhãs todas e encontrar que as coisas nunca mudavam.",Português europeu,"1,906",1/1,,1,,10
36765805,Ai ga kimagure de aru,vogue91port (vogue91),['Ouran High School Host Club - All Media Types'],Mature,Underage,M/M,Complete Work,30 Jan 2022,['Hitachiin Hikaru/Hitachiin Kaoru'],"['Hitachiin Kaoru', 'Hitachiin Hikaru']","['Brothers', 'Incest', 'Unrequited Love', 'Emotional Hurt', 'Introspection', 'Sex']","“Talvez até o Kao-chan goste da Haru-chan?” Numa ocasião diferente, talvez Kaoru teria rido da ingenuidade de Honey, mas nesse momento a vontade de rir faltava completamente.",Português europeu,"2,635",1/1,,4,,160
36690382,Nenhum Conto de Fadas | CHANBAEK,byunbaekhoney,['EXO (Band)'],Teen And Up Audiences,No Archive Warnings Apply,M/M,Complete Work,27 Jan 2022,"['Byun Baekhyun/Park Chanyeol', 'Byun Baekhyun/Lee Jieun | IU']","['Park Chanyeol', 'Byun Baekhyun', 'Lee Jieun | IU', 'Kim Minseok | Xiumin']","['Alternate Universe - Royalty', 'Royalty', 'Alternate Universe']","Quando, no seu vigésimo aniversário, Chanyeol soprou a vela e pediu por uma vida melhor, não estava à espera que algo realmente mudasse. E esperava ainda menos acordar dentro do seu livro favorito, como guarda pessoal do personagem principal: Príncipe Baekhyun. Na história original, seria o outro personagem pelo qual a Princesa do reino mais próximo, Jieun, se apaixonaria. Graças à sua relação próxima com a Princesa, Baekhyun perceberia os seus sentimentos por ela. Esta seria a oportunidade perfeita para assistir ao desenrolar do romance e do seu casal favorito em primeira mão, mas porque é que o Príncipe parecia mais interessado em si do que na Princesa com quem deveria ter um final feliz?",Português europeu,"2,271",1/1,,5,1,68
36682003,Super Baby,Lili93Rosen,"['Smallville', 'Superman - All Media Types']",Mature,Choose Not To Use Archive Warnings,"F/M, M/M",Work in Progress,30 Jan 2022,"['Clark Kent/Lois Lane', 'Clark Kent/Lex Luthor']","['Lois Lane', 'Clark Kent', 'Lex Luthor']","['Soulmates', 'Clex - Freeform', 'Cross-Posted on FanFiction.Net']",Clark nunca tinha pensado realmente na possibilidade de ter filhos até que os seus amigos e conhecidos começaram a bombardeá-lo com bebés e gravidezes uma atrás da outra…,Português europeu,"3,787",3/?,,37,,70
36676846,"Nyaa, boku no hou mite yo",vogue91port (vogue91),"['Hey! Say! JUMP (Band)', ""Johnny's Entertainment""]",Explicit,No Archive Warnings Apply,M/M,Complete Work,26 Jan 2022,['Inoo Kei/Yaotome Hikaru'],"['Yaotome Hikaru', 'Inoo Kei']","['Friendship', 'Phobias', 'Cat Ears', 'Oral Sex', 'Anal Sex', 'Hotel Sex']","“Bem, pensei nisso, Hikka. Acho que está na hora de sarar a tua fobia, pois não? Não o teria pensado se não tivesse acabado como o gato por Pet Shop Love Motion, mas as coisas são o que são. Tens sorte de que não tens medo dos ratos, o Chinen teria pensado em algo muito pior.”",Português europeu,"2,201",1/1,,2,,8
36676822,"Love somebody zutto ai wo matte, matte",vogue91port (vogue91),['NEWS (Japan Band)'],General Audiences,No Archive Warnings Apply,M/M,Complete Work,26 Jan 2022,[],"['Tegoshi Yuya', 'Koyama Keiichiro']","['Friendship', 'Unrequited Love', 'Love Confessions', 'Confrontations', 'Emotional Hurt/Comfort']","“És a última pessoa com quem quero falar disto porque é por ti que fico assim, Yuya.” “Por mim? E quê fiz para te fazer ficar assim?” “Não por tua causa, só por ti. São duas coisas diferentes.”",Português europeu,"2,191",1/1,,,,5
36676798,Koukai datte futari deaeta akashi,vogue91port (vogue91),"[""Johnny's Entertainment""]",General Audiences,No Archive Warnings Apply,M/M,Complete Work,26 Jan 2022,['Ikuta Toma/Yamashita Tomohisa'],"['Ikuta Toma', 'Yamashita Tomohisa']","['Songfic', 'Break Up', 'Love', 'Flashbacks', 'Crying', 'Angst']","“Não, Toma, não te queria fazer sentir culpável, e lamento que entendeste isso. Só... só é o meu adeus para ti.”",Português europeu,"3,087",1/1,,,,10
36676771,Bela mentira,vogue91port (vogue91),['Kamen Rider Den-O'],Mature,No Archive Warnings Apply,F/M,Complete Work,26 Jan 2022,['Hana/Sakurai Yuuto'],"['Sakurai Yuuto', 'Urataros (Kamen Rider Den-O)']","['Fucked Up', 'Pseudo-Incest', 'Self-Hatred', 'Sex', 'Teasing']","Ele não era Sakurai, ainda não viveu os quinze anos que o separavam de o ser. E se ele não era esse Sakurai, pois Hana não era mesmo a sua filha.",Português europeu,"1,260",1/1,,,,17
36676747,Todos os sonhos que demoraste uma vida para destruir,vogue91port (vogue91),['Peaky Blinders (TV)'],General Audiences,No Archive Warnings Apply,"F/M, Gen",Complete Work,26 Jan 2022,['Grace Burgess/Tommy Shelby'],"['Polly Gray', 'Grace Burgess', 'Arthur Shelby', 'May Carleton', 'Lizzie Stark', 'Alfie Solomons', 'Michael Gray (Peaky Blinders)', 'Ada Shelby', 'Tommy Shelby', 'John Shelby']","['Drabble Collection', 'Women In Power', 'Love', 'Spies & Secret Agents', 'Unrequited Love', 'Dreams', 'Frenemies', 'Betrayal', 'Family', 'Self-Doubt']",Playlist challenge,Português europeu,"1,353",1/1,,,,75
36544120,Hakanaku chiru hana wa burning love,vogue91port (vogue91),"['Hey! Say! JUMP (Band)', ""Johnny's Entertainment""]",Teen And Up Audiences,No Archive Warnings Apply,M/M,Complete Work,20 Jan 2022,['Chinen Yuri/Takaki Yuya'],"['Takaki Yuya', 'Chinen Yuri']","['Established Relationship', 'Smoking', 'Introspection', 'Cheating', 'Love', 'Emotional Hurt']","Yuya sempre pensou que essa fosse a felicidade. Pensou que as coisas teriam ficado inalteradas no tempo, e que Yuri e ele teriam continuado a amar-se por sempre. E viveram muito felizes para sempre pensou, sarcástico, a sentir-se mais e mais parvo para ter conseguido pensar num cliché assim, a pensar que Yuri e ele tivessem o seu final feliz já escrito.",Português europeu,"1,188",1/1,,,,2
36544117,"Humano, demasiado humano (A importância de ser Black",vogue91port (vogue91),['Harry Potter - J. K. Rowling'],General Audiences,No Archive Warnings Apply,"F/M, Gen",Complete Work,20 Jan 2022,['Bellatrix Black Lestrange/Voldemort'],"['Sirius Black', 'Bellatrix Black Lestrange', 'Narcissa Black Malfoy', 'Regulus Black', 'Andromeda Black Tonks']","['Ficlet Collection', 'Introspection', 'Names', 'Hatred', 'Obsession', 'Arranged Marriage', 'Revenge', 'Heroism', 'Rebellion']","Ser um Black é uma cruz. Alguns a trazem, outros a sofrem.",Português europeu,"3,401",1/1,,,,27
36544081,Sora no ai,vogue91port (vogue91),"['NEWS (Japan Band)', ""Johnny's Entertainment""]",General Audiences,No Archive Warnings Apply,M/M,Complete Work,20 Jan 2022,['Koyama Keiichiro/Kusano Hironori'],"['Koyama Keiichiro', 'Kusano Hironori']","['Age Difference', 'Self-Doubt', 'Talking', 'Emotional Hurt', 'Break Up']","Era muito jovem, conhecia-o há demasiado tempo, e por ele sempre foi como um irmão menor, como alguém de olhar de longe, sem nunca sequer se atrever a aproximar-se ao ponto de ter essas sensações. Não foi assim, por eles não.",Português europeu,"1,790",1/1,,,,3
36544051,Kimi no jikan,vogue91port (vogue91),"['Hey! Say! JUMP (Band)', ""Johnny's Entertainment""]",General Audiences,No Archive Warnings Apply,M/M,Complete Work,20 Jan 2022,['Takaki Yuya/Yaotome Hikaru'],"['Takaki Yuya', 'Yaotome Hikaru']","['Established Relationship', 'Fights', 'Making Up', 'Idiots in Love']",Há dias Hikaru aparava sempre as mesmas desculpas. 'Amanhã tenho de acordar cedo'. 'Tenho de trabalhar'. 'Estou cansado'. Yuya estava farto dessa situação.,Português europeu,"1,177",1/1,,,,2
36544036,Vem a ressuscitar os mortos,vogue91port (vogue91),['Legacies (TV 2018)'],General Audiences,No Archive Warnings Apply,"F/M, Gen",Complete Work,20 Jan 2022,"['Landon Kirby/Hope Mikaelson', 'Alaric Saltzman/Emma Tig', 'Milton ""MG"" Greasley/Lizzie Saltzman']","['Josie Saltzman', 'Landon Kirby', 'Hope Mikaelson', 'Emma Tig', 'Kaleb Hawkins', 'Alaric Saltzman', 'Milton ""MG"" Greasley', 'Lizzie Saltzman', 'Rafael Waithe', 'The Necromancer (Legacies)']","['Drabble Collection', 'Fear', 'Sister-Sister Relationship', 'Father-Daughter Relationship', 'Love', 'Protectiveness', 'Abandonment', 'Friendship', 'Family Feels', 'Unrequited Love', 'Self-Doubt', 'Canonical Character Death', 'Peace', 'Revenge']",Playlist challenge,Português europeu,"1,458",1/1,,,,62
36528556,Uma confissão de amor,ViihMPrince,['Harry Potter - J. K. Rowling'],Mature,Choose Not To Use Archive Warnings,F/M,Complete Work,19 Jan 2022,"['Pansy Parkinson/Severus Snape', 'Pansy Parkinson & Severus Snape']","['Severus Snape', 'Albus Dumbledore', 'Harry Potter', 'Voldemort (Harry Potter)', 'Pansy Parkinson', 'Minerva McGonagall', 'Alecto Carrow', 'Amycus Carrow', 'Lily Evans Potter', 'Horace Slughorn', 'Rubeus Hagrid']","['Good Severus Snape', 'Severus Snape-centric', 'Top Severus Snape', 'Protective Severus Snape', 'Good Pansy Parkinson', 'Sassy Pansy Parkinson', 'Hogwarts', 'Battle of Hogwarts', 'Hogwarts Professors', 'Evil Voldemort (Harry Potter)', 'Carrows Reign at Hogwarts', 'Mentor Minerva McGonagall', 'Protective Minerva McGonagall', 'Good Minerva McGonagall', 'Manipulative Albus Dumbledore']","A 9 de Janeiro de 1998, Severus Snape encontrava-se num papel muito importante entre a luz e a sombra. Era também o dia em que festejaria o seu 38° aniversário, sem esperança de sobreviver na hora decisiva. No entanto, recebeu uma confissão e um presente especial, que nunca iria esquecer, e que por algum momento, acalmou a sua alma.",Português europeu,"3,035",1/1,9,23,2,131
36458248,- i told the universe about you,aursoul,['ATEEZ (Band)'],General Audiences,Choose Not To Use Archive Warnings,M/M,Work in Progress,11 Jun 2023,['Kim Hongjoong/Park Seonghwa'],"['Park Seonghwa', 'Kim Hongjoong', 'Song Mingi', 'Jeong Yunho', 'Kang Yeosang', 'Choi San', 'Jung Wooyoung', 'Choi Jongho']","['Angst and Feels', 'Strangers to Lovers', 'Love Letters', 'Sad with a Happy Ending', 'Emotional Hurt', 'Friends to Lovers', 'Florist Park Seonghwa', 'Emotional Hurt/Comfort', 'Crushes', 'Social Anxiety', 'Designer Kim Hongjoong', 'Anger']","Onde Seonghwa escreve cartas a Hongjoong, na esperança de ele as ler. ou Onde Hongjoong nunca chega a ler as cartas de Seonghwa, até um dia, quando volta para Seoul. by: aursoul",Português europeu,"6,727",6/?,,2,,59
36455842,Todos os cavalos do rei,vogue91port (vogue91),['Reign (TV)'],General Audiences,No Archive Warnings Apply,"F/M, Gen",Complete Work,16 Jan 2022,"['Mary Stuart/Francis de Valois (Reign)', 'Henry II of France/Kenna (Reign)', 'Leith Bayard/Claude de Valois', 'Lola Fleming/Stéphane Narcisse']","['Kenna (Reign)', 'Francis de Valois (Reign)', 'Sebastian ""Bash"" de Poitiers', 'Mary Stuart (Reign)', 'Greer Norwood', 'Gideon Blackburn (Reign)', 'Leith Bayard', 'Stéphane Narcisse', 'Lola Fleming', ""Catherine de' Medici (Reign)""]","['Drabble Collection', 'Forbidden', 'Love', 'Marriage', 'Unrequited Love', 'Motherhood', 'Class Differences', 'Mischief', 'Canonical Character Death']",Playlist challenge,Português europeu,"1,533",1/1,,1,,102
36455794,Uma viagem só faz sentido sem regresso,vogue91port (vogue91),"['Hey! Say! JUMP (Band)', ""Johnny's Entertainment""]",General Audiences,Major Character Death,M/M,Complete Work,16 Jan 2022,['Arioka Daiki/Yamada Ryosuke'],"['Arioka Daiki', 'Yamada Ryosuke']","['Established Relationship', 'Flashbacks', 'Character Death', 'Angst', 'Memories', 'Driving']","E agora que Daiki se sentia desprovido da sua metade complementar, tinha medo de fazer a coisa errada, medo de adentrar num terreno que não era seu, medo de o desapontar, de algum modo, e não estar à altura das expetativas dele.",Português europeu,"1,488",1/1,,,,3
36455782,O som do silêncio,vogue91port (vogue91),"['Question? (Japan Band)', ""Johnny's Entertainment""]",General Audiences,No Archive Warnings Apply,M/M,Complete Work,16 Jan 2022,['Fujiie Kazuyori/Yodogawa Yoshihiro'],"['Yodogawa Yoshihiro', 'Fujiie Kazuyori']","['Past Relationship(s)', 'Confrontations', 'Emotional Hurt', 'Break Up']","“Há quanto tempo namorámos?” “Há quase um ano... porquê?” “E durante este ano, quanto tempo passaste pensando em Yone?”",Português europeu,"1,349",1/1,,,,1
36455770,Batido de fogo,vogue91port (vogue91),"['Kis-My-Ft2 (Band)', ""Johnny's Entertainment""]",Explicit,No Archive Warnings Apply,M/M,Complete Work,16 Jan 2022,['Fujigaya Taisuke/Kitayama Hiromitsu'],"['Fujigaya Taisuke', 'Kitayama Hiromitsu', 'Miyata Toshiya', 'Tamamori Yuta']","['Semi-Public Sex', 'Teasing', 'Oral Sex', 'Anal Sex']","Fujigaya nunca se considerou alguém incapaz de resistir aos seus instintos. Quase sempre cedia, era verdade, mas sempre achou-se capaz de discernir quando se tratava do momento e do lugar. E sobretudo, da pessoa.",Português europeu,"1,703",1/1,1,1,,51
36455749,Sabes que podes tentar,vogue91port (vogue91),"['Hey! Say! JUMP (Band)', ""Johnny's Entertainment""]",General Audiences,No Archive Warnings Apply,M/M,Complete Work,16 Jan 2022,['Arioka Daiki/Inoo Kei'],"['Arioka Daiki', 'Inoo Kei']","['Teen Romance', 'Unrequited Love', 'Confrontations', 'Friendship', 'Feelings Realization']","Daiki teria gostado de se convencer de que as coisas não corressem bem ultimamente. Mas, pontualmente, era obrigado a corrigir-se. As coisas, entre eles, nunca correram bem.",Português europeu,"1,628",1/1,1,1,,8
36268294,Tu és perfeito com o caraças,vogue91port (vogue91),"['Hey! Say! JUMP (Band)', ""Johnny's Entertainment""]",Explicit,No Archive Warnings Apply,M/M,Complete Work,07 Jan 2022,['Nakajima Yuto/Yaotome Hikaru'],"['Nakajima Yuto', 'Yaotome Hikaru']","['Established Relationship', 'Role Reversal', 'Hotels', 'Anal Fingering', 'Sex', 'Idiots in Love']","Era uma daquelas noites. Acontecia, embora não amiúde; Yuto via isso de longe, conhecia os sinais todos e ia procurá-los com entusiasmo, sem nunca ficar desapontado.",Português europeu,"2,263",1/1,,,,3
36268237,Sob a minha pele,vogue91port (vogue91),"['Hey! Say! JUMP (Band)', ""Johnny's Entertainment""]",Explicit,No Archive Warnings Apply,M/M,Complete Work,07 Jan 2022,['Chinen Yuri/Takaki Yuya'],"['Chinen Yuri', 'Takaki Yuya']","['Established Relationship', 'Rough Sex', 'Kink Negotiation', 'Idiots in Love']","Yuri achava que ia pagar por ter descarregado. Pensou nisso por dias, mas logo Yuya se comportou normalmente, e achou ter ganhado a batalha. Iludido.",Português europeu,"1,735",1/1,,,,4
36268183,Desesperado,vogue91port (vogue91),"['Hey! Say! JUMP (Band)', ""Johnny's Entertainment""]",Mature,No Archive Warnings Apply,M/M,Complete Work,07 Jan 2022,['Nakajima Yuto/Yaotome Hikaru'],"['Nakajima Yuto', 'Yaotome Hikaru']","['Established Relationship', 'Moving In Together', 'Surprises', 'Painting', 'Sex', 'Love']","Não era emocionado como Hikaru, mas decidiu que ia tentar esconder isso dele. Não era que não fosse feliz de ir morar com ele; pelo contrário, quando decidiram arranjar um apartamento foi absolutamente de acordo. Mas logo... Não sabia explicar como se sentisse.",Português europeu,"1,757",1/1,,1,,1
36268135,O medo mais grande é o do desconhecido,vogue91port (vogue91),"['Arashi (Band)', ""Johnny's Entertainment""]",General Audiences,No Archive Warnings Apply,Gen,Complete Work,07 Jan 2022,[],"['Aiba Masaki', 'Matsumoto Jun', 'Ninomiya Kazunari', 'Sakurai Sho', 'Ohno Satoshi']","['Friendship', 'Introspection', 'Fear', 'Surgery']","Agora, ao ver a cicatriz com que fiquei depois da cirurgia, encontro a força por dar sempre o máximo. Estou-vos mesmo grato.",Português europeu,"1,536",1/1,,,,10
36268108,Eu sou o teu doce confeteiro,vogue91port (vogue91),"['Hey! Say! JUMP (Band)', ""Johnny's Entertainment""]",Mature,No Archive Warnings Apply,M/M,Complete Work,07 Jan 2022,['Chinen Yuri/Takaki Yuya'],"['Takaki Yuya', 'Chinen Yuri']","['Secret Relationship', 'Workplace Relationship', 'Fights', 'Semi-Public Sex', 'Oral Sex']","“Acredita em mim, não é muito difícil pôr o amor como se fosse ódio. Diria até que às vezes tornas isso muito simples.”",Português europeu,"1,565",1/1,,,,1
